5 2.712
6 3.171
7 3.608
8 4.045
9 4.496
10 4.91
11 5.283
12 5.638
13 6.011
14 6.354
15 6.702
16 7.06
17 7.374
18 7.713
19 8.008
20 8.37
21 8.619
22 8.933
23 9.227
24 9.528
25 9.829
26 10.123
27 10.468
28 10.7
29 10.916
30 11.167
31 11.533
32 11.737
33 12.088
34 12.293
35 12.625
36 12.9
37 13.067
38 13.382
39 13.664
40 13.923
