500 2.05776e-07
1000 2.31536e-07
1500 2.49385e-07
2000 2.54422e-07
2500 2.71166e-07
3000 2.85872e-07
3500 2.83671e-07
4000 3.05355e-07
4500 3.04442e-07
5000 3.15245e-07
