4 7.24532
8 7.8242
12 7.95152
16 7.9724
20 7.9862
24 8.00261
28 8.00264
32 8.02067
36 7.98032
40 8.01422
44 7.98554
48 8.01395
52 8.02229
56 8.00123
60 8.01656
64 8.01419
68 8.00036
72 8.01338
76 8.01656
80 8.0249
84 8.00162
88 7.98767
92 8.00369
96 7.99082
100 7.98119
