4 14
8 58
12 134
16 242
20 382
24 554
28 758
32 994
36 1262
40 1562
44 1894
48 2258
52 2654
56 3082
60 3542
64 4034
68 4558
72 5114
76 5702
80 6322
84 6974
88 7658
92 8374
96 9122
100 9902
